lat,lon,date,time
38.62791004,-75.82003596,9/22/2020,10:47:16
38.62790096,-75.82003476,9/22/2020,10:47:17
38.62789187,-75.82003356,9/22/2020,10:47:18
38.62788279,-75.82003237,9/22/2020,10:47:19
38.6278737,-75.82003117,9/22/2020,10:47:20
38.62786461,-75.82002998,9/22/2020,10:47:21
38.62785553,-75.82002878,9/22/2020,10:47:22
38.62784644,-75.82002759,9/22/2020,10:47:23
38.62783736,-75.82002639,9/22/2020,10:47:24
38.62782827,-75.8200252,9/22/2020,10:47:25
38.62781918,-75.820024,9/22/2020,10:47:26
38.6278101,-75.8200228,9/22/2020,10:47:27
38.62780101,-75.82002161,9/22/2020,10:47:28
38.62779193,-75.82002041,9/22/2020,10:47:29
38.62778284,-75.82001922,9/22/2020,10:47:30
38.62777375,-75.82001802,9/22/2020,10:47:31
38.62776467,-75.82001683,9/22/2020,10:47:32
38.62775558,-75.82001563,9/22/2020,10:47:33
38.6277465,-75.82001443,9/22/2020,10:47:34
38.62773741,-75.82001324,9/22/2020,10:47:35
38.62772832,-75.82001204,9/22/2020,10:47:36
38.62771924,-75.82001085,9/22/2020,10:47:37
38.62771015,-75.82000965,9/22/2020,10:47:38
38.62770107,-75.82000846,9/22/2020,10:47:39
38.62769198,-75.82000726,9/22/2020,10:47:40
38.62768305,-75.82000834,9/22/2020,10:47:41
38.62767412,-75.82000943,9/22/2020,10:47:42
38.62766519,-75.82001051,9/22/2020,10:47:43
38.62765626,-75.8200116,9/22/2020,10:47:44
38.62764733,-75.82001268,9/22/2020,10:47:45
38.6276384,-75.82001376,9/22/2020,10:47:46
38.62762947,-75.82001485,9/22/2020,10:47:47
38.62762054,-75.82001593,9/22/2020,10:47:48
38.62761161,-75.82001702,9/22/2020,10:47:49
38.62760268,-75.8200181,9/22/2020,10:47:50
38.62759375,-75.82001918,9/22/2020,10:47:51
38.62758482,-75.82002027,9/22/2020,10:47:52
38.62757589,-75.82002135,9/22/2020,10:47:53
38.62756696,-75.82002244,9/22/2020,10:47:54
38.62755804,-75.82002352,9/22/2020,10:47:55
38.62754911,-75.8200246,9/22/2020,10:47:56
38.62754018,-75.82002569,9/22/2020,10:47:57
38.62753125,-75.82002677,9/22/2020,10:47:58
38.62752232,-75.82002786,9/22/2020,10:47:59
38.62751339,-75.82002894,9/22/2020,10:48:00
38.62750446,-75.82003002,9/22/2020,10:48:01
38.62749553,-75.82003111,9/22/2020,10:48:02
38.6274866,-75.82003219,9/22/2020,10:48:03
38.62747767,-75.82003328,9/22/2020,10:48:04
38.62746874,-75.82003436,9/22/2020,10:48:05
38.62745981,-75.82003544,9/22/2020,10:48:06
38.62745088,-75.82003653,9/22/2020,10:48:07
38.62744195,-75.82003761,9/22/2020,10:48:08
38.62743302,-75.8200387,9/22/2020,10:48:09
